request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other,search_20_trained,search_10_trained
проектирование зданий с учетом климата,[1701],1,"[1701, 800, 7951, 2123, 2762, 3011, 1006, 6425, 2748, 4111, 5950, 825, 6060, 2895, 3581, 1148, 5935, 7011, 5033, 6856]","[1701, 800, 7951, 2123, 2762, 3011, 1006, 6425, 2748, 4111]","[1701, 7311, 800, 7951, 588, 2748, 5950, 1502, 7074, 1049, 4111, 825, 3326, 511, 1617, 7436, 6856, 2259, 3026, 6060]","[1701, 7311, 800, 7951, 588, 2748, 5950, 1502, 7074, 1049]","[1701, 1502, 588, 7951, 825, 7436, 4111, 6060, 1006, 1049, 5950, 2895, 2275, 6666, 1148, 2259, 5262, 1268, 5935, 3795]","[1701, 1502, 588, 7951, 825, 7436, 4111, 6060, 1006, 1049]","[588, 1701, 1006, 5950, 2895, 1502, 1495, 825, 1049, 2240, 7382, 4208, 7311, 1835, 511, 3799, 2748, 7436, 2493, 7951]","[588, 1701, 1006, 5950, 2895, 1502, 1495, 825, 1049, 2240]"
теннис в парном разряде,[3676],1,"[3676, 194, 6134, 2644, 8051, 2900, 7960, 6077, 1725, 1530, 2173, 2388, 5883, 5294, 147, 1030, 3412, 543, 4417, 7528]","[3676, 194, 6134, 2644, 8051, 2900, 7960, 6077, 1725, 1530]","[3676, 7645, 2862, 7750, 4829, 367, 1030, 4417, 3451, 5883, 304, 7172, 5958, 3869, 5294, 1304, 1208, 6462, 2173, 7603]","[3676, 7645, 2862, 7750, 4829, 367, 1030, 4417, 3451, 5883]","[3676, 1304, 2900, 1208, 2279, 7764, 3086, 5329, 4879, 4417, 5883, 2940, 7121, 2400, 7038, 6462, 7452, 4458, 7528, 870]","[3676, 1304, 2900, 1208, 2279, 7764, 3086, 5329, 4879, 4417]","[3676, 7645, 6134, 2609, 4802, 1822, 2169, 2279, 4883, 4173, 1334, 2940, 1530, 7172, 8051, 2623, 2151, 1725, 2372, 7038]","[3676, 7645, 6134, 2609, 4802, 1822, 2169, 2279, 4883, 4173]"
озеленение фасадов зданий в засушливых регионах,[6060],1,"[6060, 1006, 1701, 5935, 2883, 6753, 3011, 7189, 262, 825, 4208, 7850, 211, 8109, 3665, 1999, 6666, 3187, 1119, 7028]","[6060, 1006, 1701, 5935, 2883, 6753, 3011, 7189, 262, 825]","[7028, 6060, 825, 4918, 1006, 1701, 7538, 2796, 3011, 6666, 4041, 3665, 5935, 6016, 4111, 7572, 6933, 1253, 8109, 4083]","[7028, 6060, 825, 4918, 1006, 1701, 7538, 2796, 3011, 6666]","[6060, 7436, 5935, 4918, 6666, 1701, 1253, 4083, 2796, 8109, 2056, 4111, 825, 398, 7028, 2376, 6753, 5890, 1006, 4447]","[6060, 7436, 5935, 4918, 6666, 1701, 1253, 4083, 2796, 8109]","[6060, 3902, 5507, 3665, 3458, 3798, 2743, 2056, 6666, 3660, 3187, 8163, 6933, 6735, 6168, 6826, 5874, 2207, 5262, 2376]","[6060, 3902, 5507, 3665, 3458, 3798, 2743, 2056, 6666, 3660]"
исследования биологов в области общения животных,[2752],1,"[3837, 1876, 5644, 2933, 2825, 5129, 3978, 2962, 7715, 3282, 2534, 2657, 4559, 3030, 3818, 851, 6263, 7258, 2720, 8051]","[3837, 1876, 5644, 2933, 2825, 5129, 3978, 2962, 7715, 3282]","[4559, 2962, 25, 1876, 709, 3837, 6336, 2933, 2809, 5897, 5366, 2720, 6263, 1865, 7339, 2534, 5192, 2657, 3060, 4820]","[4559, 2962, 25, 1876, 709, 3837, 6336, 2933, 2809, 5897]","[25, 2933, 4267, 1876, 8051, 2450, 5897, 709, 1865, 2809, 5192, 3837, 7027, 7339, 2720, 2962, 4559, 4765, 513, 5314]","[25, 2933, 4267, 1876, 8051, 2450, 5897, 709, 1865, 2809]","[513, 8051, 5366, 3060, 2809, 2720, 3796, 3282, 6336, 5929, 3797, 25, 6831, 5192, 3860, 3818, 2450, 4365, 1990, 2250]","[513, 8051, 5366, 3060, 2809, 2720, 3796, 3282, 6336, 5929]"
содержание рения в породах,[1918],1,"[4825, 3683, 6128, 7833, 7330, 632, 3901, 267, 7798, 6905, 3517, 7586, 481, 7917, 1359, 3283, 6476, 8143, 4815, 6508]","[4825, 3683, 6128, 7833, 7330, 632, 3901, 267, 7798, 6905]","[5902, 1918, 2628, 6128, 1793, 8104, 5415, 3517, 1655, 267, 4815, 4825, 6618, 6702, 2886, 2976, 6141, 3418, 6783, 375]","[5902, 1918, 2628, 6128, 1793, 8104, 5415, 3517, 1655, 267]","[6257, 1918, 6141, 2453, 6769, 6618, 5596, 4417, 7864, 6508, 1833, 4815, 380, 1543, 8104, 2886, 4595, 7714, 5415, 4181]","[6257, 1918, 6141, 2453, 6769, 6618, 5596, 4417, 7864, 6508]","[7330, 7296, 2768, 8143, 4181, 6128, 7603, 2453, 3019, 1588, 7714, 1369, 7828, 1833, 1978, 2023, 7531, 3418, 6757, 5902]","[7330, 7296, 2768, 8143, 4181, 6128, 7603, 2453, 3019, 1588]"
состав экзопланет,[8115],1,"[8115, 1071, 1877, 3855, 3614, 1961, 1948, 6296, 1285, 4357, 2827, 5444, 542, 343, 6223, 7296, 3729, 2421, 1412, 1029]","[8115, 1071, 1877, 3855, 3614, 1961, 1948, 6296, 1285, 4357]","[3855, 7504, 343, 1157, 1961, 2421, 1285, 1071, 1029, 8115, 3820, 7194, 2086, 4150, 6584, 1948, 5098, 542, 1797, 2977]","[3855, 7504, 343, 1157, 1961, 2421, 1285, 1071, 1029, 8115]","[7504, 3855, 1071, 1157, 8115, 6810, 1240, 343, 1285, 2086, 7194, 4291, 6584, 3804, 2421, 1948, 1029, 4489, 5098, 6716]","[7504, 3855, 1071, 1157, 8115, 6810, 1240, 343, 1285, 2086]","[343, 1029, 1948, 7194, 1720, 6584, 1877, 1285, 542, 4807, 2593, 2112, 809, 6296, 1071, 5098, 2977, 3855, 2086, 864]","[343, 1029, 1948, 7194, 1720, 6584, 1877, 1285, 542, 4807]"
революции в биомедицине,[7589],1,"[3695, 8010, 1998, 1987, 543, 7589, 4794, 3831, 2143, 7506, 749, 6690, 727, 850, 5791, 3596, 3755, 3155, 1117, 4785]","[3695, 8010, 1998, 1987, 543, 7589, 4794, 3831, 2143, 7506]","[3695, 2143, 1767, 1163, 1890, 1694, 3596, 7775, 8051, 5804, 8010, 727, 1405, 3360, 1380, 3213, 5347, 7589, 6964, 1047]","[3695, 2143, 1767, 1163, 1890, 1694, 3596, 7775, 8051, 5804]","[3695, 1767, 3596, 1933, 7177, 4794, 2227, 2143, 5123, 3476, 7506, 3213, 8051, 1987, 5445, 7178, 8010, 1694, 4414, 6322]","[3695, 1767, 3596, 1933, 7177, 4794, 2227, 2143, 5123, 3476]","[3695, 6853, 8051, 7328, 1483, 7589, 3476, 5791, 3944, 1998, 6392, 3596, 1942, 7069, 5347, 7178, 6594, 589, 7699, 6299]","[3695, 6853, 8051, 7328, 1483, 7589, 3476, 5791, 3944, 1998]"
статьи про черные вдовы,[86],1,"[8163, 7736, 2337, 7603, 543, 6592, 6134, 7172, 6254, 2587, 7706, 6278, 7401, 3867, 8051, 3043, 194, 4564, 7791, 1332]","[8163, 7736, 2337, 7603, 543, 6592, 6134, 7172, 6254, 2587]","[7736, 8154, 86, 3595, 517, 428, 3185, 6794, 6997, 7425, 2701, 2587, 7603, 339, 543, 5369, 3541, 570, 1711, 7298]","[7736, 8154, 86, 3595, 517, 428, 3185, 6794, 6997, 7425]","[86, 5645, 1543, 2337, 3595, 8154, 2701, 7736, 7401, 3185, 5559, 428, 7177, 367, 543, 6794, 7157, 1711, 5369, 517]","[86, 5645, 1543, 2337, 3595, 8154, 2701, 7736, 7401, 3185]","[7007, 367, 4564, 7693, 5036, 8079, 6134, 6479, 1822, 6278, 86, 3043, 7177, 7664, 4828, 6352, 4045, 5555, 7056, 7927]","[7007, 367, 4564, 7693, 5036, 8079, 6134, 6479, 1822, 6278]"
статьи о применении кофейной гущи в строительстве,[5639],1,"[5639, 4144, 4798, 681, 5036, 2415, 3545, 5450, 3313, 3690, 1971, 821, 3456, 2275, 2090, 3526, 1568, 2259, 6753, 1460]","[5639, 4144, 4798, 681, 5036, 2415, 3545, 5450, 3313, 3690]","[5639, 1258, 2415, 2275, 3545, 8109, 2090, 825, 54, 8238, 823, 2259, 3143, 991, 757, 3740, 2529, 262, 4144, 6350]","[5639, 1258, 2415, 2275, 3545, 8109, 2090, 825, 54, 8238]","[5639, 407, 1460, 821, 2090, 3526, 4918, 6664, 96, 4716, 2415, 1394, 6350, 825, 2914, 5801, 1258, 2275, 8238, 54]","[5639, 407, 1460, 821, 2090, 3526, 4918, 6664, 96, 4716]","[5036, 4012, 6134, 7828, 4894, 4401, 4158, 3313, 823, 407, 7028, 5575, 4141, 1355, 3740, 5423, 1460, 3795, 2529, 7265]","[5036, 4012, 6134, 7828, 4894, 4401, 4158, 3313, 823, 407]"
JUNO,"[103, 758, 7929]",3,"[7929, 5165, 3924, 303, 6730, 5999, 5086, 6338, 5385, 397, 3011, 3505, 4299, 4794, 4673, 6046, 942, 2862, 8208, 4982]","[7929, 5165, 3924, 303, 6730, 5999, 5086, 6338, 5385, 397]","[7929, 6730, 6393, 5049, 1207, 5867, 3505, 6089, 328, 6161, 5299, 5165, 7626, 6372, 6822, 3286, 6986, 6425, 5385, 5818]","[7929, 6730, 6393, 5049, 1207, 5867, 3505, 6089, 328, 6161]","[7929, 4092, 5867, 3924, 667, 3505, 303, 6986, 5165, 2283, 5818, 6563, 8208, 5999, 2592, 6372, 5086, 570, 7952, 4673]","[7929, 4092, 5867, 3924, 667, 3505, 303, 6986, 5165, 2283]","[7929, 5328, 6089, 3629, 8208, 5999, 7626, 6995, 303, 5385, 6300, 6046, 5867, 6425, 6730, 667, 1184, 5654, 1887, 5049]","[7929, 5328, 6089, 3629, 8208, 5999, 7626, 6995, 303, 5385]"
современные технологии в области фотографии,[3637],1,"[365, 3637, 987, 6418, 4890, 2676, 7935, 333, 693, 3292, 6134, 277, 2998, 6635, 2188, 2480, 6031, 1660, 5908, 6682]","[365, 3637, 987, 6418, 4890, 2676, 7935, 333, 693, 3292]","[3637, 365, 2480, 7935, 4812, 112, 8233, 781, 7807, 6858, 2197, 7757, 2188, 2389, 3292, 5123, 2821, 3375, 2676, 693]","[3637, 365, 2480, 7935, 4812, 112, 8233, 781, 7807, 6858]","[3637, 112, 7757, 277, 2998, 6031, 1482, 2188, 427, 5057, 7935, 2676, 8233, 7680, 7807, 693, 4196, 2821, 6619, 1182]","[3637, 112, 7757, 277, 2998, 6031, 1482, 2188, 427, 5057]","[3637, 2917, 3558, 6708, 6543, 1182, 7935, 3535, 2188, 2998, 277, 112, 781, 365, 7757, 2480, 6409, 538, 4800, 3339]","[3637, 2917, 3558, 6708, 6543, 1182, 7935, 3535, 2188, 2998]"
экзоскелеты для саранчи,[4885],1,"[4885, 7092, 8200, 2827, 6612, 2649, 543, 3365, 4862, 69, 6272, 7615, 3446, 4832, 3283, 7661, 1877, 6296, 2447, 6393]","[4885, 7092, 8200, 2827, 6612, 2649, 543, 3365, 4862, 69]","[4885, 7092, 7024, 3146, 4044, 4832, 4862, 2649, 3385, 5900, 7319, 6651, 6393, 69, 7661, 3365, 864, 6444, 3770, 5768]","[4885, 7092, 7024, 3146, 4044, 4832, 4862, 2649, 3385, 5900]","[4885, 1847, 69, 7069, 7918, 4832, 6444, 864, 6393, 929, 3385, 6236, 5948, 5900, 2674, 7615, 6461, 1980, 3770, 7092]","[4885, 1847, 69, 7069, 7918, 4832, 6444, 864, 6393, 929]","[4885, 1961, 1927, 1447, 3669, 1369, 7241, 7390, 210, 7069, 2447, 1980, 7296, 1071, 6134, 2062, 1157, 6735, 7788, 7328]","[4885, 1961, 1927, 1447, 3669, 1369, 7241, 7390, 210, 7069]"
влияние глобального потепления на Китай,[3912],1,"[3981, 4854, 4140, 7076, 1564, 1455, 4264, 2880, 7294, 3912, 4083, 3949, 7783, 4518, 3011, 7032, 6494, 2585, 4198, 3576]","[3981, 4854, 4140, 7076, 1564, 1455, 4264, 2880, 7294, 3912]","[3981, 3971, 4854, 1564, 3085, 7294, 6494, 7518, 5822, 3912, 4198, 4760, 2880, 6432, 4749, 7783, 2510, 4518, 7962, 5945]","[3981, 3971, 4854, 1564, 3085, 7294, 6494, 7518, 5822, 3912]","[3981, 4854, 3971, 6494, 4198, 4760, 2510, 2772, 4140, 7783, 6167, 6920, 1835, 2880, 5802, 7773, 7032, 5134, 4518, 1314]","[3981, 4854, 3971, 6494, 4198, 4760, 2510, 2772, 4140, 7783]","[4760, 3971, 4854, 2880, 2510, 3981, 7294, 6494, 7518, 5629, 1314, 3902, 1414, 5822, 6918, 5059, 128, 1485, 6591, 4198]","[4760, 3971, 4854, 2880, 2510, 3981, 7294, 6494, 7518, 5629]"
психология взаимоотношений между мужчинами и,[3084],1,"[2629, 6150, 177, 3334, 3086, 7114, 2962, 6764, 2454, 6252, 2315, 1990, 3188, 1777, 7213, 4528, 1280, 4346, 3084, 2902]","[2629, 6150, 177, 3334, 3086, 7114, 2962, 6764, 2454, 6252]","[3334, 5745, 6150, 1280, 1777, 3084, 6000, 3086, 3638, 4436, 5226, 6676, 3188, 4163, 1800, 3541, 7114, 6764, 3150, 2902]","[3334, 5745, 6150, 1280, 1777, 3084, 6000, 3086, 3638, 4436]","[1280, 5745, 6676, 3086, 6150, 521, 3084, 461, 4847, 3135, 3334, 5294, 5226, 3920, 4010, 186, 4436, 41, 1304, 7114]","[1280, 5745, 6676, 3086, 6150, 521, 3084, 461, 4847, 3135]","[186, 6150, 3692, 575, 6252, 2962, 1777, 3334, 6000, 41, 3150, 1800, 4112, 1313, 2629, 3084, 4847, 3638, 4953, 5294]","[186, 6150, 3692, 575, 6252, 2962, 1777, 3334, 6000, 41]"
статьи о похоронах у слонов,[4282],1,"[4282, 3266, 5354, 5167, 6526, 7584, 6147, 5522, 1528, 5371, 4703, 1833, 2785, 3818, 6482, 6459, 7018, 691, 3797, 7172]","[4282, 3266, 5354, 5167, 6526, 7584, 6147, 5522, 1528, 5371]","[4282, 3503, 6147, 6205, 2903, 6185, 5371, 5604, 2785, 3797, 543, 7335, 3532, 7924, 5354, 4602, 7063, 3010, 7398, 6341]","[4282, 3503, 6147, 6205, 2903, 6185, 5371, 5604, 2785, 3797]","[4282, 5556, 5167, 7924, 6341, 5371, 2785, 5011, 5354, 3218, 7018, 839, 3261, 2903, 7272, 3818, 691, 3129, 6185, 8118]","[4282, 5556, 5167, 7924, 6341, 5371, 2785, 5011, 5354, 3218]","[4282, 435, 4534, 2171, 1357, 268, 5011, 8118, 3818, 4153, 2250, 4703, 2360, 4765, 171, 3218, 7172, 463, 14, 3596]","[4282, 435, 4534, 2171, 1357, 268, 5011, 8118, 3818, 4153]"
исследования в выдыхаемом воздухе,[421],1,"[2693, 4968, 340, 6625, 6493, 6898, 1558, 6152, 842, 1748, 4334, 6719, 5746, 7042, 5711, 1795, 6351, 442, 7004, 226]","[2693, 4968, 340, 6625, 6493, 6898, 1558, 6152, 842, 1748]","[4968, 421, 1851, 1795, 6898, 4003, 5516, 4334, 5711, 6625, 2040, 442, 4695, 5085, 1687, 741, 340, 4942, 6902, 6867]","[4968, 421, 1851, 1795, 6898, 4003, 5516, 4334, 5711, 6625]","[1858, 2693, 421, 8145, 5202, 842, 6152, 2040, 2957, 4968, 7265, 1795, 5585, 1558, 2597, 469, 776, 6898, 4568, 6941]","[1858, 2693, 421, 8145, 5202, 842, 6152, 2040, 2957, 4968]","[421, 4968, 4003, 6735, 340, 347, 4942, 469, 5516, 7183, 1851, 506, 2957, 5085, 779, 776, 1476, 2690, 442, 5046]","[421, 4968, 4003, 6735, 340, 347, 4942, 469, 5516, 7183]"
доходы,"[734, 1891, 3447, 6512]",4,"[6512, 6729, 6168, 2654, 4301, 6910, 593, 7547, 4466, 6846, 6803, 5875, 2544, 4520, 4070, 5630, 1400, 7937, 543, 6208]","[6512, 6729, 6168, 2654, 4301, 6910, 593, 7547, 4466, 6846]","[3054, 6729, 2558, 6168, 1358, 3447, 2867, 2331, 2830, 2222, 7988, 5875, 4146, 4783, 6910, 1459, 6846, 7602, 6852, 6488]","[3054, 6729, 2558, 6168, 1358, 3447, 2867, 2331, 2830, 2222]","[2558, 5353, 6729, 3054, 5875, 2867, 1241, 6846, 6910, 4301, 6168, 2331, 6852, 6488, 3447, 1322, 6473, 4146, 1067, 3556]","[2558, 5353, 6729, 3054, 5875, 2867, 1241, 6846, 6910, 4301]","[6168, 5149, 2331, 5875, 6588, 6512, 6803, 6729, 2867, 6852, 7585, 4529, 4466, 6488, 1400, 3447, 3054, 593, 1972, 6846]","[6168, 5149, 2331, 5875, 6588, 6512, 6803, 6729, 2867, 6852]"
методы изучения экзопланет,[8115],1,"[1412, 1285, 3614, 1877, 1071, 5444, 1012, 2593, 6223, 7605, 5372, 1961, 5070, 2421, 4455, 6652, 5098, 1029, 8115, 7241]","[1412, 1285, 3614, 1877, 1071, 5444, 1012, 2593, 6223, 7605]","[2593, 1285, 5333, 5494, 3729, 1029, 7390, 5372, 3855, 7605, 1961, 864, 1948, 4455, 2977, 7220, 5444, 4807, 6327, 1746]","[2593, 1285, 5333, 5494, 3729, 1029, 7390, 5372, 3855, 7605]","[2827, 4224, 2593, 4807, 1746, 1412, 5372, 5333, 3804, 1012, 1285, 1240, 7605, 1877, 3855, 5494, 3874, 3729, 1948, 5444]","[2827, 4224, 2593, 4807, 1746, 1412, 5372, 5333, 3804, 1012]","[2593, 1948, 1029, 6584, 809, 2977, 1877, 6351, 1285, 4807, 6296, 5098, 2086, 1746, 343, 3097, 542, 1071, 864, 6716]","[2593, 1948, 1029, 6584, 809, 2977, 1877, 6351, 1285, 4807]"
статьи о вымирании мамонтов,[3438],1,"[2903, 3438, 6272, 5482, 7584, 178, 1327, 3266, 3386, 4876, 8015, 8023, 4564, 3235, 3870, 7168, 8052, 6496, 5310, 5555]","[2903, 3438, 6272, 5482, 7584, 178, 1327, 3266, 3386, 4876]","[2903, 3438, 6272, 7924, 4017, 4703, 5604, 7584, 193, 6705, 1863, 3266, 3305, 108, 2535, 2611, 8237, 7773, 3595, 2767]","[2903, 3438, 6272, 7924, 4017, 4703, 5604, 7584, 193, 6705]","[6272, 2903, 3438, 7924, 604, 4659, 108, 3352, 7570, 7177, 7168, 4876, 1833, 3235, 8017, 8023, 3596, 8015, 4627, 8052]","[6272, 2903, 3438, 7924, 604, 4659, 108, 3352, 7570, 7177]","[2903, 6591, 7693, 4564, 5352, 4069, 2171, 6920, 3506, 4674, 7828, 7241, 2113, 3248, 2637, 6272, 388, 2284, 463, 6496]","[2903, 6591, 7693, 4564, 5352, 4069, 2171, 6920, 3506, 4674]"
удобрение,"[1354, 3697, 7123, 7429, 8103]",5,"[7009, 8103, 5084, 1354, 1066, 5968, 3660, 2170, 3568, 1031, 2019, 3489, 6197, 6388, 4141, 7123, 3697, 1329, 5375, 72]","[7009, 8103, 5084, 1354, 1066, 5968, 3660, 2170, 3568, 1031]","[5968, 1354, 2429, 1444, 1066, 5084, 3568, 7009, 1031, 2019, 335, 8103, 1941, 1318, 1915, 72, 7636, 6303, 7123, 6388]","[5968, 1354, 2429, 1444, 1066, 5084, 3568, 7009, 1031, 2019]","[1444, 5084, 3568, 2019, 7009, 1354, 1031, 3428, 335, 6303, 2429, 5375, 6197, 72, 3697, 253, 3930, 1329, 5768, 5027]","[1444, 5084, 3568, 2019, 7009, 1354, 1031, 3428, 335, 6303]","[8103, 7009, 6197, 6303, 3568, 3489, 1354, 1066, 2019, 1031, 335, 2429, 5968, 5084, 3697, 1318, 2170, 3930, 1941, 1114]","[8103, 7009, 6197, 6303, 3568, 3489, 1354, 1066, 2019, 1031]"
тревожность,"[1764, 2184, 4669, 5357, 5830]",5,"[2184, 4387, 3469, 6385, 3119, 585, 2332, 2231, 4434, 8134, 4803, 4480, 6750, 7067, 4929, 6695, 3288, 4669, 5154, 2574]","[2184, 4387, 3469, 6385, 3119, 585, 2332, 2231, 4434, 8134]","[4387, 494, 2574, 5139, 4434, 4803, 3325, 3469, 2332, 122, 2184, 6597, 1567, 2835, 4749, 4669, 3119, 3218, 3278, 3161]","[4387, 494, 2574, 5139, 4434, 4803, 3325, 3469, 2332, 122]","[2332, 494, 2574, 3325, 5139, 5353, 1567, 4387, 3278, 3469, 4434, 4152, 4763, 2184, 7558, 4749, 2836, 2573, 3161, 29]","[2332, 494, 2574, 3325, 5139, 5353, 1567, 4387, 3278, 3469]","[6146, 6273, 4480, 8134, 4387, 2184, 494, 4749, 5139, 2836, 2574, 6750, 3469, 4434, 423, 548, 3455, 6695, 3288, 2373]","[6146, 6273, 4480, 8134, 4387, 2184, 494, 4749, 5139, 2836]"
статьи о кембрийском взрыве,[2536],1,"[3198, 4674, 5969, 5591, 602, 2166, 7664, 3306, 6360, 5036, 8087, 6537, 1189, 543, 4058, 7828, 1717, 4308, 1420, 7298]","[3198, 4674, 5969, 5591, 602, 2166, 7664, 3306, 6360, 5036]","[1189, 3198, 4678, 5457, 4935, 6360, 7878, 5591, 3306, 4457, 3454, 4102, 178, 1717, 3506, 6537, 5285, 5316, 6591, 7074]","[1189, 3198, 4678, 5457, 4935, 6360, 7878, 5591, 3306, 4457]","[1189, 1717, 5423, 3198, 440, 7177, 5556, 4058, 6591, 3595, 7878, 5036, 4700, 3454, 1420, 7558, 656, 4102, 4909, 2166]","[1189, 1717, 5423, 3198, 440, 7177, 5556, 4058, 6591, 3595]","[3650, 5036, 5352, 1512, 7177, 4674, 8087, 178, 6134, 4996, 4308, 4894, 2447, 6591, 6907, 6920, 7455, 4659, 2138, 7298]","[3650, 5036, 5352, 1512, 7177, 4674, 8087, 178, 6134, 4996]"
исследования в области антипсихотиков,[4768],1,"[4768, 558, 2005, 4051, 2956, 4409, 5263, 1294, 6735, 1179, 3282, 5793, 6983, 4635, 5353, 5048, 177, 485, 4627, 98]","[4768, 558, 2005, 4051, 2956, 4409, 5263, 1294, 6735, 1179]","[4768, 3274, 5263, 5244, 4051, 1541, 4409, 5793, 231, 3832, 6177, 3389, 6804, 485, 3947, 913, 424, 5616, 7327, 8101]","[4768, 3274, 5263, 5244, 4051, 1541, 4409, 5793, 231, 3832]","[4768, 3274, 3947, 5793, 6804, 473, 450, 3389, 913, 1541, 8230, 5048, 3708, 1234, 4051, 1179, 2382, 3832, 7452, 933]","[4768, 3274, 3947, 5793, 6804, 473, 450, 3389, 913, 1541]","[4051, 4768, 2005, 3274, 450, 4409, 7452, 6735, 5793, 5985, 3947, 5585, 6804, 1645, 7275, 1062, 7431, 2623, 2300, 231]","[4051, 4768, 2005, 3274, 450, 4409, 7452, 6735, 5793, 5985]"
технологии чтения шрифта Брайля,[4562],1,"[4562, 8233, 4612, 4890, 2372, 2998, 623, 3144, 4750, 2077, 6483, 7480, 7200, 6858, 4554, 6607, 1147, 7182, 4490, 2963]","[4562, 8233, 4612, 4890, 2372, 2998, 623, 3144, 4750, 2077]","[4562, 8233, 7801, 4327, 7224, 5696, 4274, 4427, 207, 5445, 6858, 2974, 2077, 7562, 6607, 781, 3276, 4490, 4612, 3942]","[4562, 8233, 7801, 4327, 7224, 5696, 4274, 4427, 207, 5445]","[4562, 1458, 7801, 5798, 3144, 2368, 1713, 4488, 4274, 5445, 1562, 3695, 5908, 1007, 6483, 4327, 3276, 2998, 623, 4750]","[4562, 1458, 7801, 5798, 3144, 2368, 1713, 4488, 4274, 5445]","[4562, 490, 3942, 3695, 2237, 4427, 4890, 6134, 1458, 4488, 1778, 2077, 314, 2974, 5770, 1713, 6470, 2368, 1262, 8233]","[4562, 490, 3942, 3695, 2237, 4427, 4890, 6134, 1458, 4488]"
метаматериалы,"[1772, 7093, 8043]",3,"[5546, 3966, 1772, 7093, 730, 2195, 1251, 6418, 1497, 6708, 728, 3175, 2152, 2042, 6635, 7816, 6319, 7346, 2876, 6369]","[5546, 3966, 1772, 7093, 730, 2195, 1251, 6418, 1497, 6708]","[1772, 5546, 6641, 7093, 730, 3966, 1462, 1770, 1379, 5748, 6915, 4292, 7727, 1251, 6675, 291, 1902, 7619, 5089, 6210]","[1772, 5546, 6641, 7093, 730, 3966, 1462, 1770, 1379, 5748]","[6811, 1251, 6210, 2195, 1379, 8056, 7093, 5546, 7941, 5089, 1498, 3476, 1462, 7727, 5394, 2876, 1772, 2674, 1497, 6635]","[6811, 1251, 6210, 2195, 1379, 8056, 7093, 5546, 7941, 5089]","[6915, 7093, 3476, 7816, 1772, 5546, 8264, 2032, 3966, 5748, 5089, 4292, 6675, 4135, 6912, 6641, 7410, 1462, 291, 2042]","[6915, 7093, 3476, 7816, 1772, 5546, 8264, 2032, 3966, 5748]"
мегалиты и их происхождение,[3134],1,"[2705, 2284, 6654, 4894, 1874, 6462, 1352, 3089, 3499, 2235, 5961, 1924, 4651, 2903, 8001, 1051, 7358, 2757, 2471, 8023]","[2705, 2284, 6654, 4894, 1874, 6462, 1352, 3089, 3499, 2235]","[3089, 6815, 8267, 644, 1051, 2358, 4894, 3631, 6462, 5920, 993, 5799, 5812, 2235, 2681, 354, 3134, 1874, 4310, 8253]","[3089, 6815, 8267, 644, 1051, 2358, 4894, 3631, 6462, 5920]","[3134, 3631, 4894, 1051, 6815, 4651, 2235, 3089, 8072, 1654, 2358, 5849, 4310, 5726, 1874, 6899, 1240, 993, 2757, 4476]","[3134, 3631, 4894, 1051, 6815, 4651, 2235, 3089, 8072, 1654]","[6815, 8267, 6462, 3089, 1051, 5726, 6347, 7760, 8023, 3134, 1874, 6654, 6272, 617, 1671, 644, 6285, 993, 3019, 1461]","[6815, 8267, 6462, 3089, 1051, 5726, 6347, 7760, 8023, 3134]"
применение муравьев в науке,[5548],1,"[3917, 8022, 8237, 2857, 2802, 7786, 5548, 7348, 5463, 5606, 5058, 3465, 2946, 626, 6202, 7416, 7612, 5996, 3550, 5821]","[3917, 8022, 8237, 2857, 2802, 7786, 5548, 7348, 5463, 5606]","[8237, 5548, 1248, 3058, 2802, 2946, 1770, 8129, 7829, 7508, 6978, 2507, 5606, 316, 7517, 6428, 6964, 3917, 5394, 2715]","[8237, 5548, 1248, 3058, 2802, 2946, 1770, 8129, 7829, 7508]","[7039, 3917, 7815, 8166, 5548, 5606, 2776, 2715, 1248, 7786, 2946, 6236, 2219, 5027, 3058, 2802, 3550, 7829, 5645, 7348]","[7039, 3917, 7815, 8166, 5548, 5606, 2776, 2715, 1248, 7786]","[790, 3465, 5821, 316, 3550, 2857, 626, 7348, 5463, 2802, 7786, 8166, 5548, 2946, 3058, 7416, 5606, 3917, 1248, 8237]","[790, 3465, 5821, 316, 3550, 2857, 626, 7348, 5463, 2802]"
дизайн линз для улучшения зрения,[4423],1,"[4423, 940, 811, 5256, 5025, 4108, 1437, 6458, 526, 4612, 7455, 5846, 2872, 2740, 7244, 5264, 7045, 1308, 292, 1097]","[4423, 940, 811, 5256, 5025, 4108, 1437, 6458, 526, 4612]","[4423, 940, 6458, 6842, 7444, 6967, 191, 811, 6487, 7132, 1308, 693, 2215, 292, 610, 4612, 4257, 2305, 5664, 3038]","[4423, 940, 6458, 6842, 7444, 6967, 191, 811, 6487, 7132]","[1182, 7098, 1097, 2215, 4423, 2821, 1177, 526, 4002, 678, 3339, 1308, 5664, 4108, 8121, 7807, 7066, 2305, 789, 940]","[1182, 7098, 1097, 2215, 4423, 2821, 1177, 526, 4002, 678]","[5215, 7174, 3339, 2099, 4257, 2821, 1855, 5846, 7045, 6557, 3527, 2730, 610, 2872, 2215, 663, 5087, 4108, 7807, 1177]","[5215, 7174, 3339, 2099, 4257, 2821, 1855, 5846, 7045, 6557]"
