request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other
структура ядра Марса,[329],1,"[1745, 3034, 329, 4617, 6810, 3587, 1887, 1980, 3283, 7381, 1478, 1719, 7471, 1776, 6280, 7536, 2881, 2058, 1521, 3786]","[1745, 3034, 329, 4617, 6810, 3587, 1887, 1980, 3283, 7381]","[1745, 329, 4617, 2058, 1719, 6810, 1980, 6115, 7381, 7536, 3392, 959, 6280, 1951, 2204, 248, 7858, 4328, 7231, 4758]","[1745, 329, 4617, 2058, 1719, 6810, 1980, 6115, 7381, 7536]","[7536, 1745, 329, 5904, 1980, 3392, 6115, 959, 4617, 1752, 1621, 2058, 3904, 1951, 6280, 3786, 3101, 1976, 3283, 4246]","[7536, 1745, 329, 5904, 1980, 3392, 6115, 959, 4617, 1752]"
черты характера одаренных собак,[4799],1,"[6240, 4799, 7840, 6526, 2785, 5401, 6831, 7330, 4953, 2615, 2026, 6742, 136, 7027, 7729, 7931, 1038, 7146, 6958, 2933]","[6240, 4799, 7840, 6526, 2785, 5401, 6831, 7330, 4953, 2615]","[5688, 2785, 7729, 6831, 4953, 4799, 5906, 2496, 1736, 8004, 2962, 1102, 6240, 3299, 6526, 3901, 7768, 4748, 4087, 2250]","[5688, 2785, 7729, 6831, 4953, 4799, 5906, 2496, 1736, 8004]","[4799, 2250, 2281, 2785, 6831, 4953, 1736, 6010, 3001, 7247, 5906, 4748, 5688, 7729, 3299, 2294, 7736, 6742, 2360, 3821]","[4799, 2250, 2281, 2785, 6831, 4953, 1736, 6010, 3001, 7247]"
влияние вейпов на сосуды,[2362],1,"[2850, 2578, 2362, 5530, 4329, 3229, 499, 6248, 2760, 2512, 3849, 1175, 4909, 7531, 2094, 5238, 3250, 4062, 7299, 6459]","[2850, 2578, 2362, 5530, 4329, 3229, 499, 6248, 2760, 2512]","[2362, 4329, 2850, 2578, 7678, 1258, 7852, 5407, 5530, 5161, 6121, 6520, 4488, 4125, 3229, 5466, 7299, 2512, 3250, 7477]","[2362, 4329, 2850, 2578, 7678, 1258, 7852, 5407, 5530, 5161]","[2362, 2578, 17, 7769, 8239, 2850, 7356, 266, 2094, 6309, 4329, 7852, 2657, 7678, 2512, 5407, 4667, 6520, 2598, 8155]","[2362, 2578, 17, 7769, 8239, 2850, 7356, 266, 2094, 6309]"
археологические открытия в области виноделия,[4610],1,"[8130, 6795, 7763, 3430, 133, 4781, 655, 4277, 131, 1858, 5690, 4992, 225, 3556, 6380, 5640, 4310, 852, 6511, 4450]","[8130, 6795, 7763, 3430, 133, 4781, 655, 4277, 131, 1858]","[3430, 5268, 8130, 3556, 6251, 7353, 7899, 4440, 2759, 5513, 655, 131, 3850, 4310, 5820, 4610, 5104, 7878, 5690, 7304]","[3430, 5268, 8130, 3556, 6251, 7353, 7899, 4440, 2759, 5513]","[3430, 5268, 655, 3850, 392, 3632, 131, 8162, 5734, 2819, 3556, 8006, 5820, 7683, 6795, 7236, 8267, 2045, 386, 7763]","[3430, 5268, 655, 3850, 392, 3632, 131, 8162, 5734, 2819]"
новости про черные дыры,[2214],1,"[6954, 3474, 428, 1711, 2587, 2337, 2034, 2701, 4598, 1490, 7425, 2210, 6839, 145, 3664, 1203, 2642, 7447, 3529, 6134]","[6954, 3474, 428, 1711, 2587, 2337, 2034, 2701, 4598, 1490]","[218, 570, 2642, 1036, 2097, 2701, 1603, 5189, 6890, 3569, 4598, 908, 3595, 1808, 2214, 7121, 2280, 7633, 7447, 7425]","[218, 570, 2642, 1036, 2097, 2701, 1603, 5189, 6890, 3569]","[2642, 936, 2214, 3595, 2701, 218, 2210, 2097, 6191, 2034, 7425, 1711, 1036, 3569, 7593, 2280, 7811, 1792, 2313, 517]","[2642, 936, 2214, 3595, 2701, 218, 2210, 2097, 6191, 2034]"
инновации в навигационных технологиях,[733],1,"[4197, 3653, 744, 4695, 5682, 7314, 6092, 1126, 3436, 28, 3485, 7702, 5936, 4511, 6031, 213, 7399, 6634, 1233, 4798]","[4197, 3653, 744, 4695, 5682, 7314, 6092, 1126, 3436, 28]","[1348, 744, 4197, 2492, 2068, 3864, 5936, 1398, 5682, 6031, 7316, 1126, 6092, 3197, 6738, 5962, 4285, 3339, 5743, 5553]","[1348, 744, 4197, 2492, 2068, 3864, 5936, 1398, 5682, 6031]","[4285, 1348, 3653, 4197, 2068, 2492, 744, 4196, 7316, 6031, 5523, 7045, 7702, 584, 3485, 4525, 3864, 2984, 2623, 1368]","[4285, 1348, 3653, 4197, 2068, 2492, 744, 4196, 7316, 6031]"
статьи о бадделеите,[6966],1,"[543, 2306, 6134, 7172, 2623, 5986, 8163, 3288, 4798, 6032, 1319, 4802, 7298, 3584, 5185, 7528, 4051, 7693, 1037, 2151]","[543, 2306, 6134, 7172, 2623, 5986, 8163, 3288, 4798, 6032]","[5774, 5353, 5604, 6966, 6788, 543, 7124, 416, 4304, 933, 4602, 6032, 6286, 8200, 2879, 4522, 4331, 8107, 4985, 7697]","[5774, 5353, 5604, 6966, 6788, 543, 7124, 416, 4304, 933]","[2623, 505, 4051, 5353, 5774, 7003, 1175, 6237, 933, 7550, 6966, 5423, 6651, 1319, 7697, 1485, 7177, 7988, 416, 2151]","[2623, 505, 4051, 5353, 5774, 7003, 1175, 6237, 933, 7550]"
психология взаимодействия с незнакомцами,[5700],1,"[3711, 4889, 2962, 2385, 4669, 3554, 3852, 4644, 7729, 149, 4514, 6824, 3373, 5106, 2332, 5042, 184, 4436, 3622, 4297]","[3711, 4889, 2962, 2385, 4669, 3554, 3852, 4644, 7729, 149]","[149, 3711, 5745, 200, 3086, 3692, 2385, 4514, 4436, 184, 4889, 5106, 3334, 2962, 5212, 3084, 1929, 5700, 3469, 3852]","[149, 3711, 5745, 200, 3086, 3692, 2385, 4514, 4436, 184]","[5700, 4031, 1929, 200, 3334, 7339, 3554, 2878, 3711, 4297, 2961, 5212, 6169, 4436, 2672, 1876, 4644, 461, 2454, 3086]","[5700, 4031, 1929, 200, 3334, 7339, 3554, 2878, 3711, 4297]"
кариес у скандинавов,[4809],1,"[4809, 751, 754, 5656, 3888, 2290, 5426, 5845, 5934, 5459, 4123, 4380, 5353, 2964, 2544, 5338, 7547, 3986, 2182, 6273]","[4809, 751, 754, 5656, 3888, 2290, 5426, 5845, 5934, 5459]","[4809, 751, 3748, 4974, 3986, 4232, 74, 4778, 5762, 6238, 4123, 2580, 555, 4579, 754, 1061, 6853, 4480, 199, 3762]","[4809, 751, 3748, 4974, 3986, 4232, 74, 4778, 5762, 6238]","[4809, 751, 5338, 4997, 5353, 7918, 783, 754, 6238, 3986, 5347, 4101, 3950, 4778, 2400, 3185, 3249, 7710, 3898, 3385]","[4809, 751, 5338, 4997, 5353, 7918, 783, 754, 6238, 3986]"
влияние головных болей на психическое здоров,[1889],1,"[2331, 7956, 1156, 1889, 1946, 2912, 2844, 6644, 640, 6385, 4738, 5616, 4380, 5652, 3478, 4070, 7608, 6492, 3105, 5201]","[2331, 7956, 1156, 1889, 1946, 2912, 2844, 6644, 640, 6385]","[2331, 4715, 3407, 382, 7677, 3325, 2912, 5201, 2574, 5344, 8150, 5492, 383, 5261, 6644, 3370, 1889, 1492, 6273, 8167]","[2331, 4715, 3407, 382, 7677, 3325, 2912, 5201, 2574, 5344]","[2331, 2992, 3041, 8150, 3407, 1889, 6273, 5044, 5652, 8167, 7718, 6144, 1127, 5261, 7154, 1156, 3478, 5344, 4070, 2094]","[2331, 2992, 3041, 8150, 3407, 1889, 6273, 5044, 5652, 8167]"
антропология за последний миллион лет,[116],1,"[7166, 5281, 1584, 5104, 4616, 116, 3305, 7946, 3646, 4310, 7570, 5679, 7669, 740, 7897, 5427, 7043, 769, 5411, 7915]","[7166, 5281, 1584, 5104, 4616, 116, 3305, 7946, 3646, 4310]","[6633, 1342, 3646, 5281, 7728, 8133, 7168, 5633, 1327, 21, 2925, 4754, 7166, 5560, 7897, 3654, 6591, 3499, 409, 298]","[6633, 1342, 3646, 5281, 7728, 8133, 7168, 5633, 1327, 21]","[5633, 910, 7405, 1327, 2394, 7586, 1584, 5104, 740, 7367, 6173, 4616, 1342, 4258, 21, 3606, 3266, 6633, 4109, 1900]","[5633, 910, 7405, 1327, 2394, 7586, 1584, 5104, 740, 7367]"
влияние глобального потепления на пустыни,[1345],1,"[2585, 7076, 3949, 7783, 4264, 3981, 7742, 4518, 1345, 3971, 2880, 775, 4083, 1455, 7321, 4854, 7136, 7386, 1433, 7962]","[2585, 7076, 3949, 7783, 4264, 3981, 7742, 4518, 1345, 3971]","[3971, 1564, 2585, 3981, 6432, 4198, 2880, 4760, 4518, 2054, 3949, 2510, 7976, 775, 7032, 8037, 7783, 1837, 4331, 7386]","[3971, 1564, 2585, 3981, 6432, 4198, 2880, 4760, 4518, 2054]","[4198, 3971, 4760, 2510, 1835, 2880, 7783, 4518, 7386, 2772, 7032, 7076, 7472, 5802, 1837, 3981, 1314, 6920, 5134, 8037]","[4198, 3971, 4760, 2510, 1835, 2880, 7783, 4518, 7386, 2772]"
отчеты Росгидромета,[4035],1,"[4035, 3798, 2319, 3159, 3634, 543, 4547, 1272, 756, 6016, 6276, 4169, 6735, 1809, 4484, 5782, 3581, 6325, 1918, 8056]","[4035, 3798, 2319, 3159, 3634, 543, 4547, 1272, 756, 6016]","[4035, 7144, 4484, 3798, 581, 5518, 3175, 4798, 639, 4911, 5692, 1872, 6276, 6168, 6723, 2078, 5059, 543, 8242, 2762]","[4035, 7144, 4484, 3798, 581, 5518, 3175, 4798, 639, 4911]","[4035, 3175, 2319, 4484, 5692, 639, 5059, 1272, 581, 3798, 1558, 2078, 2462, 7144, 5518, 753, 1174, 6276, 8056, 3159]","[4035, 3175, 2319, 4484, 5692, 639, 5059, 1272, 581, 3798]"
черты личности успешных предпринимателей,[4176],1,"[3104, 3123, 4275, 2230, 3215, 3946, 4176, 2600, 3264, 7947, 4477, 4650, 3838, 3402, 10, 5745, 7602, 448, 2460, 3451]","[3104, 3123, 4275, 2230, 3215, 3946, 4176, 2600, 3264, 7947]","[2230, 3215, 3104, 3946, 1067, 184, 4734, 1875, 7602, 4275, 4114, 4477, 3264, 2573, 3123, 6942, 2169, 4650, 2731, 2458]","[2230, 3215, 3104, 3946, 1067, 184, 4734, 1875, 7602, 4275]","[2230, 3104, 3946, 3123, 3215, 4176, 4514, 3042, 3264, 3784, 4650, 4275, 2731, 2460, 2858, 2600, 4477, 737, 4146, 5294]","[2230, 3104, 3946, 3123, 3215, 4176, 4514, 3042, 3264, 3784]"
технологии предотвращения катастроф при бурении на шельфе,[4882],1,"[4882, 1367, 3531, 1884, 2272, 5682, 6510, 2599, 7098, 4821, 7022, 3152, 6355, 6753, 6401, 7600, 6049, 7712, 6276, 7527]","[4882, 1367, 3531, 1884, 2272, 5682, 6510, 2599, 7098, 4821]","[3531, 1367, 4882, 1884, 1076, 6049, 4195, 4182, 2874, 4637, 4712, 5682, 6355, 7098, 7682, 6276, 744, 4386, 7255, 1973]","[3531, 1367, 4882, 1884, 1076, 6049, 4195, 4182, 2874, 4637]","[3531, 7527, 7255, 2098, 6406, 1367, 4386, 3152, 1973, 6480, 7863, 5682, 3731, 2599, 2309, 4712, 3615, 3013, 4637, 7202]","[3531, 7527, 7255, 2098, 6406, 1367, 4386, 3152, 1973, 6480]"
ближайшая к Земле черная дыра,[7633],1,"[7633, 7447, 2701, 517, 6890, 7121, 2097, 2896, 7800, 1711, 936, 2642, 6085, 6839, 532, 6058, 6191, 145, 3962, 2214]","[7633, 7447, 2701, 517, 6890, 7121, 2097, 2896, 7800, 1711]","[7633, 7447, 2097, 7121, 532, 2701, 2896, 2882, 1711, 2642, 2214, 3962, 1792, 60, 908, 517, 6296, 1603, 6890, 3569]","[7633, 7447, 2097, 7121, 532, 2701, 2896, 2882, 1711, 2642]","[7633, 7447, 2097, 2701, 1711, 532, 2896, 7121, 517, 2214, 908, 6085, 4499, 2882, 3569, 2642, 6890, 7331, 1615, 60]","[7633, 7447, 2097, 2701, 1711, 532, 2896, 7121, 517, 2214]"
методы оценки долговечности трубопроводов,[6501],1,"[6501, 6381, 1622, 1994, 3143, 5405, 4888, 5575, 2700, 7317, 1367, 6887, 5554, 4658, 4940, 3795, 2621, 7268, 6599, 1850]","[6501, 6381, 1622, 1994, 3143, 5405, 4888, 5575, 2700, 7317]","[6501, 1622, 5405, 148, 4940, 8148, 4888, 7863, 837, 676, 1994, 326, 7317, 2309, 1973, 1850, 7268, 1697, 2783, 6784]","[6501, 1622, 5405, 148, 4940, 8148, 4888, 7863, 837, 676]","[2783, 676, 5458, 6501, 2309, 4808, 8148, 2823, 1994, 1622, 1503, 7863, 326, 4888, 3387, 1016, 2172, 459, 1301, 4182]","[2783, 676, 5458, 6501, 2309, 4808, 8148, 2823, 1994, 1622]"
статьи про повторное использование энергии в нефтяной промышленности,[3358],1,"[3627, 3358, 7486, 6506, 1499, 1893, 5695, 4249, 1122, 7433, 120, 718, 5781, 5036, 7583, 3208, 834, 3204, 5986, 2647]","[3627, 3358, 7486, 6506, 1499, 1893, 5695, 4249, 1122, 7433]","[1893, 1122, 3208, 999, 3358, 5874, 6065, 5710, 7583, 5997, 916, 6506, 4507, 4512, 1499, 6182, 3773, 5695, 4637, 5883]","[1893, 1122, 3208, 999, 3358, 5874, 6065, 5710, 7583, 5997]","[3358, 1893, 1122, 5710, 6506, 3627, 5874, 4512, 7583, 5363, 3208, 2153, 6955, 5997, 4652, 1293, 1043, 3824, 6183, 5368]","[3358, 1893, 1122, 5710, 6506, 3627, 5874, 4512, 7583, 5363]"
астрономические открытия о спутниках,[8268],1,"[7045, 1628, 2202, 8268, 4661, 2378, 5138, 5942, 5877, 3097, 4811, 5853, 4675, 2663, 7276, 2951, 5256, 2650, 4299, 5329]","[7045, 1628, 2202, 8268, 4661, 2378, 5138, 5942, 5877, 3097]","[2202, 1628, 1604, 1734, 692, 7231, 5942, 7743, 7242, 1098, 4811, 2951, 8256, 8208, 923, 5414, 5853, 1407, 1145, 2826]","[2202, 1628, 1604, 1734, 692, 7231, 5942, 7743, 7242, 1098]","[1628, 1877, 2202, 4455, 1944, 3311, 2826, 5138, 1412, 5329, 5711, 2650, 1170, 1604, 5853, 3608, 5085, 4661, 692, 2827]","[1628, 1877, 2202, 4455, 1944, 3311, 2826, 5138, 1412, 5329]"
статьи про светящиеся водоросли,[7991],1,"[1382, 6877, 7656, 6134, 6842, 5305, 3381, 7455, 7257, 5604, 3576, 7056, 4674, 7433, 7079, 5840, 5352, 5507, 6687, 5094]","[1382, 6877, 7656, 6134, 6842, 5305, 3381, 7455, 7257, 5604]","[4832, 5127, 4771, 5619, 2234, 7790, 8232, 6919, 3066, 6877, 1382, 5925, 6418, 7031, 5604, 7239, 6842, 7079, 6536, 3381]","[4832, 5127, 4771, 5619, 2234, 7790, 8232, 6919, 3066, 6877]","[1382, 5352, 5619, 8003, 5207, 4771, 81, 8232, 7069, 5559, 4832, 5036, 7433, 3066, 5305, 8200, 6826, 2234, 8083, 6877]","[1382, 5352, 5619, 8003, 5207, 4771, 81, 8232, 7069, 5559]"
серотонин,"[4315, 5811, 6229, 6918]",4,"[7188, 4315, 7061, 1779, 2592, 7047, 7296, 181, 3872, 5811, 6287, 6397, 488, 5495, 417, 3648, 4442, 3253, 3893, 6811]","[7188, 4315, 7061, 1779, 2592, 7047, 7296, 181, 3872, 5811]","[4315, 5031, 7188, 1779, 3648, 7327, 7697, 6635, 7061, 8155, 7851, 5811, 2248, 7242, 6461, 3163, 8247, 2023, 488, 3872]","[4315, 5031, 7188, 1779, 3648, 7327, 7697, 6635, 7061, 8155]","[5353, 5031, 4524, 8247, 3658, 5811, 7188, 3253, 7753, 4509, 7061, 7851, 8155, 640, 2248, 3648, 2023, 2592, 4315, 4442]","[5353, 5031, 4524, 8247, 3658, 5811, 7188, 3253, 7753, 4509]"
достижения в селекции сельскохозяйственных культур,[3921],1,"[6904, 1401, 381, 717, 3511, 7626, 8103, 476, 2429, 4404, 1479, 4172, 3697, 3489, 6572, 175, 1031, 6698, 5300, 3534]","[6904, 1401, 381, 717, 3511, 7626, 8103, 476, 2429, 4404]","[3511, 6572, 1401, 7626, 6698, 381, 6393, 4004, 1031, 2429, 6904, 7145, 6388, 6855, 4383, 1941, 175, 7967, 3534, 6399]","[3511, 6572, 1401, 7626, 6698, 381, 6393, 4004, 1031, 2429]","[3558, 4004, 7151, 175, 6399, 778, 4383, 6572, 6393, 7626, 5800, 5300, 7887, 3511, 4141, 1066, 253, 1031, 8220, 1999]","[3558, 4004, 7151, 175, 6399, 778, 4383, 6572, 6393, 7626]"
погода,"[2028, 3085, 3159, 4587, 6102, 6891]",6,"[3159, 5977, 6079, 5059, 1835, 2123, 7266, 7572, 5112, 4937, 2136, 6425, 1272, 2015, 1858, 775, 3856, 7162, 1999, 5617]","[3159, 5977, 6079, 5059, 1835, 2123, 7266, 7572, 5112, 4937]","[6079, 5977, 6167, 7051, 3971, 5447, 7977, 1835, 6867, 7144, 7472, 7386, 3856, 1272, 4587, 5945, 2054, 7056, 5968, 7974]","[6079, 5977, 6167, 7051, 3971, 5447, 7977, 1835, 6867, 7144]","[5977, 2015, 4587, 775, 3159, 5945, 6016, 7076, 5959, 5968, 6079, 7977, 1835, 2066, 7144, 8043, 6425, 3971, 1272, 3856]","[5977, 2015, 4587, 775, 3159, 5945, 6016, 7076, 5959, 5968]"
статьи про синхронизацию биологических процессов,[5308],1,"[7178, 4691, 7069, 5423, 6262, 1380, 7195, 4356, 6134, 8051, 5304, 3596, 8010, 6407, 7990, 730, 6086, 2970, 7019, 3086]","[7178, 4691, 7069, 5423, 6262, 1380, 7195, 4356, 6134, 8051]","[3472, 6998, 4691, 5304, 7195, 1380, 2036, 7322, 7178, 5269, 7182, 7750, 3253, 2143, 8010, 2349, 7073, 7069, 6872, 6062]","[3472, 6998, 4691, 5304, 7195, 1380, 2036, 7322, 7178, 5269]","[7178, 4691, 7750, 6262, 3596, 6523, 3695, 1890, 3944, 4460, 7451, 7019, 7195, 5940, 2036, 3831, 3507, 5269, 2933, 7069]","[7178, 4691, 7750, 6262, 3596, 6523, 3695, 1890, 3944, 4460]"
достижения в трансплантологии,[5683],1,"[1977, 406, 5683, 2014, 939, 6690, 4393, 2100, 3695, 2143, 8013, 8187, 7437, 1201, 4624, 2069, 669, 5912, 6249, 1117]","[1977, 406, 5683, 2014, 939, 6690, 4393, 2100, 3695, 2143]","[755, 3695, 406, 2100, 7713, 1117, 1023, 7816, 1201, 5176, 1605, 7621, 3922, 8187, 6964, 1694, 5754, 5683, 4007, 2944]","[755, 3695, 406, 2100, 7713, 1117, 1023, 7816, 1201, 5176]","[5156, 2100, 5683, 1977, 3695, 1117, 5445, 4135, 2944, 7816, 2143, 406, 5506, 7030, 2069, 1524, 4007, 7069, 3112, 3922]","[5156, 2100, 5683, 1977, 3695, 1117, 5445, 4135, 2944, 7816]"
микробиота при использовании презерватива,[1842],1,"[3976, 1977, 1683, 2897, 4509, 7529, 7545, 5728, 144, 1466, 1714, 3158, 5336, 5244, 405, 1842, 6932, 3530, 8013, 3507]","[3976, 1977, 1683, 2897, 4509, 7529, 7545, 5728, 144, 1466]","[1842, 5143, 7096, 6610, 7338, 5628, 1259, 3976, 7347, 8158, 1511, 7876, 5881, 1714, 5791, 3543, 4509, 109, 5, 6407]","[1842, 5143, 7096, 6610, 7338, 5628, 1259, 3976, 7347, 8158]","[1842, 945, 1234, 1683, 6638, 1511, 1977, 5791, 5, 6983, 3947, 5244, 8158, 4524, 144, 4585, 3767, 6932, 83, 405]","[1842, 945, 1234, 1683, 6638, 1511, 1977, 5791, 5, 6983]"
участие в поиске экзопланет,[3097],1,"[1877, 1412, 5444, 3874, 7241, 3614, 1012, 3097, 2827, 6351, 1071, 3729, 6463, 864, 4357, 1961, 8115, 3855, 6296, 5098]","[1877, 1412, 5444, 3874, 7241, 3614, 1012, 3097, 2827, 6351]","[2827, 649, 3874, 1071, 5494, 864, 2593, 1029, 5444, 3097, 5098, 1278, 430, 5333, 3307, 477, 3614, 6296, 5434, 3820]","[2827, 649, 3874, 1071, 5494, 864, 2593, 1029, 5444, 3097]","[2827, 864, 1012, 5333, 1412, 2593, 1029, 3080, 3820, 3097, 4455, 3874, 1877, 1071, 3729, 7241, 4394, 2421, 1278, 562]","[2827, 864, 1012, 5333, 1412, 2593, 1029, 3080, 3820, 3097]"
двойные системы с черными дырами,[2882],1,"[2398, 6620, 1901, 838, 4598, 2210, 1308, 861, 3257, 7121, 5775, 6954, 855, 570, 2701, 1477, 1036, 3569, 428, 1226]","[2398, 6620, 1901, 838, 4598, 2210, 1308, 861, 3257, 7121]","[6620, 838, 2882, 2398, 855, 1901, 5775, 570, 861, 3962, 1036, 2210, 4084, 3569, 5189, 2280, 3257, 4598, 2965, 1226]","[6620, 838, 2882, 2398, 855, 1901, 5775, 570, 861, 3962]","[2398, 838, 3962, 6620, 1711, 2210, 855, 1901, 2882, 2181, 4367, 5775, 7834, 936, 639, 6125, 4634, 5189, 3173, 7643]","[2398, 838, 3962, 6620, 1711, 2210, 855, 1901, 2882, 2181]"
загадочные каменные сферы,[5531],1,"[8095, 5396, 328, 6901, 2792, 5531, 4441, 7640, 7784, 6221, 7528, 1081, 4708, 246, 4450, 8137, 617, 6462, 4804, 5392]","[8095, 5396, 328, 6901, 2792, 5531, 4441, 7640, 7784, 6221]","[3120, 6901, 328, 5396, 6537, 4675, 7304, 4431, 787, 4804, 3021, 6839, 1603, 7130, 738, 5531, 4441, 4661, 6954, 2792]","[3120, 6901, 328, 5396, 6537, 4675, 7304, 4431, 787, 4804]","[3120, 7304, 5396, 5392, 5531, 4441, 100, 4661, 7878, 3775, 4450, 6462, 542, 972, 6746, 3314, 131, 6839, 4708, 4732]","[3120, 7304, 5396, 5392, 5531, 4441, 100, 4661, 7878, 3775]"
психология отношений,[2924],1,"[2962, 7625, 1867, 3086, 2385, 2156, 3334, 177, 5745, 3920, 521, 2454, 593, 1990, 3554, 3692, 3622, 4010, 194, 2718]","[2962, 7625, 1867, 3086, 2385, 2156, 3334, 177, 5745, 3920]","[5745, 3920, 194, 1777, 3086, 3334, 4514, 2962, 4434, 1867, 5294, 5106, 2385, 3692, 3188, 6764, 3554, 585, 4250, 4436]","[5745, 3920, 194, 1777, 3086, 3334, 4514, 2962, 4434, 1867]","[5745, 3920, 521, 1280, 2364, 5294, 4436, 6150, 3086, 1611, 5447, 1777, 3084, 2962, 3334, 2718, 334, 1304, 3135, 645]","[5745, 3920, 521, 1280, 2364, 5294, 4436, 6150, 3086, 1611]"
структура генов и их функции,[1890],1,"[6062, 2130, 7922, 6392, 5948, 2024, 6216, 2238, 5269, 7336, 7476, 1890, 8046, 7167, 8211, 5510, 7431, 5367, 4420, 7296]","[6062, 2130, 7922, 6392, 5948, 2024, 6216, 2238, 5269, 7336]","[1890, 6062, 2024, 6333, 7476, 8046, 2130, 6262, 4081, 6811, 8101, 5510, 7336, 7182, 8211, 7019, 6334, 1500, 6476, 4630]","[1890, 6062, 2024, 6333, 7476, 8046, 2130, 6262, 4081, 6811]","[6062, 1890, 6811, 6392, 6333, 5408, 1500, 7336, 7167, 2024, 2130, 7019, 5269, 8046, 6476, 5948, 2640, 1483, 6407, 6216]","[6062, 1890, 6811, 6392, 6333, 5408, 1500, 7336, 7167, 2024]"
новости про НИЯУ МИФИ,[3853],1,"[3505, 7004, 6843, 6464, 3853, 6708, 6543, 4248, 6617, 3002, 2966, 4883, 6134, 5774, 5418, 4460, 3027, 4841, 4612, 8145]","[3505, 7004, 6843, 6464, 3853, 6708, 6543, 4248, 6617, 3002]","[6543, 3675, 6708, 3505, 4841, 3027, 6196, 3853, 4710, 6154, 3626, 3002, 6464, 6843, 7290, 4248, 4460, 5228, 6275, 2736]","[6543, 3675, 6708, 3505, 4841, 3027, 6196, 3853, 4710, 6154]","[3675, 5228, 8145, 4710, 6617, 2491, 7290, 4841, 4248, 3626, 2736, 2661, 6843, 6464, 3505, 6339, 7256, 3027, 5085, 6154]","[3675, 5228, 8145, 4710, 6617, 2491, 7290, 4841, 4248, 3626]"
удовлетворенность работой сотрудников университета,[6288],1,"[6288, 4259, 3794, 4459, 4998, 3946, 6551, 34, 164, 2867, 3148, 2801, 6821, 1875, 3042, 2454, 3142, 3997, 1639, 5053]","[6288, 4259, 3794, 4459, 4998, 3946, 6551, 34, 164, 2867]","[6288, 3227, 3794, 4259, 3946, 34, 1875, 3042, 5374, 3761, 3106, 6658, 6460, 6384, 2867, 7021, 4790, 7820, 5204, 3482]","[6288, 3227, 3794, 4259, 3946, 34, 1875, 3042, 5374, 3761]","[3042, 6288, 3794, 3227, 2867, 6460, 1506, 1639, 3482, 4259, 6658, 5749, 3946, 387, 412, 2454, 1032, 6821, 5374, 4434]","[3042, 6288, 3794, 3227, 2867, 6460, 1506, 1639, 3482, 4259]"
влияние сельского хозяйства на почву,[3141],1,"[7076, 7500, 3930, 7436, 8103, 1505, 77, 717, 2728, 4141, 5103, 995, 3534, 2442, 4402, 5027, 3246, 1354, 1066, 3489]","[7076, 7500, 3930, 7436, 8103, 1505, 77, 717, 2728, 4141]","[5103, 7436, 1031, 1354, 995, 3141, 3558, 2019, 4402, 5943, 1066, 8103, 3585, 7850, 7963, 4004, 2429, 6180, 717, 3171]","[5103, 7436, 1031, 1354, 995, 3141, 3558, 2019, 4402, 5943]","[1031, 1354, 3558, 3585, 2019, 4402, 6388, 5103, 7151, 423, 7500, 2684, 3171, 2429, 4004, 175, 4141, 1415, 7076, 5066]","[1031, 1354, 3558, 3585, 2019, 4402, 6388, 5103, 7151, 423]"
проблемы ЖКХ в России,[7397],1,"[7397, 6723, 6016, 4937, 587, 262, 3798, 2056, 6468, 6168, 1790, 6325, 511, 5611, 6498, 5766, 2796, 5703, 4587, 8163]","[7397, 6723, 6016, 4937, 587, 262, 3798, 2056, 6468, 6168]","[6723, 511, 4692, 8109, 5695, 6621, 4587, 7863, 1122, 4035, 2796, 6468, 211, 5450, 5703, 520, 4507, 5782, 7809, 7397]","[6723, 511, 4692, 8109, 5695, 6621, 4587, 7863, 1122, 4035]","[6723, 7397, 8109, 511, 211, 7863, 5450, 2967, 7585, 5703, 3377, 587, 4817, 6498, 4507, 5782, 2796, 6621, 4692, 1122]","[6723, 7397, 8109, 511, 211, 7863, 5450, 2967, 7585, 5703]"
новости из Пермского края,[411],1,"[5008, 7133, 5348, 3193, 761, 204, 4730, 7240, 2659, 489, 6713, 6559, 858, 729, 2136, 4146, 5260, 2168, 3159, 1853]","[5008, 7133, 5348, 3193, 761, 204, 4730, 7240, 2659, 489]","[1930, 5063, 7133, 761, 1631, 5671, 5260, 1253, 6713, 858, 903, 1131, 6488, 235, 3769, 204, 4146, 6559, 5008, 398]","[1930, 5063, 7133, 761, 1631, 5671, 5260, 1253, 6713, 858]","[1425, 2256, 903, 1930, 1741, 1743, 1341, 4817, 1631, 761, 5260, 3769, 5063, 529, 806, 4955, 356, 2748, 5550, 4676]","[1425, 2256, 903, 1930, 1741, 1743, 1341, 4817, 1631, 761]"
